ano	estado	municipio	partido	prefeito
2012	SP	CAMPINA DO MONTE ALEGRE	PV	CARLOS EDUARDO VIEIRA RIBEIRO
2000	PA	BRAGANCA	PP	JOSê JOAQUIM DIOGO
1996	SC	FLORIANOPOLIS	PPB	ANGELA REGINA HEINZEN AMIN HELOU
2008	PA	SOURE	PT	JO?O LUIZ OLIVEIRA SOUZA MELO
1996	MS	PORTO MURTINHO	PT	MYRIAM CONCEICAO SILVESTRE DOS SANTOS
1996	RS	URUGUAIANA	PPB	NEITO JOAO ANTONIO BONOTTO
1996	SP	APARECIDA	PMDB	BENEDITO RAUL BENTO
2004	MG	CORDISBURGO	PT	JOSê MAUR?CIO GOMES
2008	BA	ITAJU DO COL?NIA	PT	EDINALDO MARTINS DOS SANTOS
2012	MG	CONCEIÄ?O DO MATO DENTRO	PMDB	REINALDO CêSAR DE LIMA GUIMAR?ES
1996	SP	GUARATINGUETA	PSDB	FRANCISCO CARLOS MOREIRA DOS SANTOS
2004	SP	AGUDOS	PMDB	JOSE CARLOS OCTAVIANI
2012	SP	?LVARO DE CARVALHO	PSDB	MARCOS DEL CASTILHO ZORZETO
2000	PE	ITAMARACA	PP	MARCOS AUGUSTO CORDEIRO DOS SANTOS
2004	BA	ANGICAL	PP	PAULO HENRIQUE DE OLIVEIRA
2012	AP	SERRA DO NAVIO	PSB	JOSE MARIA AMARAL LOBATO
1996	MA	GOVERNADOR EDSON LOBAO	PSDB	JORGE NEY MOTA BANDEIRA
2008	AP	MACAP?	PSB	CARLOS CAMILO G?ES CAPIBERIBE
2008	PA	CANA? DOS CARAJ?S	PDT	ANUAR ALVES DA SILVA
2000	CE	FORTALEZA	PMDB	JURACI VIEIRA DE MAGALH?ES
2000	RS	SANTA MARIA	PT	ANTONIO VALDECI OLIVEIRA DE OLIVEIRA
2008	AM	BARREIRINHA	PMN	MECIAS PEREIRA BATISTA
2008	MG	CATAGUASES	PSDB	WILLIAN LOBO DE ALMEIDA
1996	BA	SANTO AMARO	PL	RAIMUNDO JOSE CARNEIRO PIMENTA
2008	SP	HOLAMBRA	PPS	MARGARETI ROSE DE OLIVEIRA GROOT
1996	AL	SATUBA	PSD	ADALBERON DE MORAIS BARROS
1996	PR	PALMEIRA	PMDB	MUSSOLINE MANSANI
2000	TO	COLMEIA	PFL	GERUBEL TEODORO DE OLIVEIRA
2004	SP	MONTE AZUL PAULISTA	PTB	JACKSON PLAZA
2012	SP	MONTEIRO LOBATO	PSB	DANIELA DE CASSIA SANTOS
2000	CE	PACATUBA	PSD	RAIMUNDO CELIO RODRIGUES
2000	PA	ABAETETUBA	PSDB	FRANCISCO MAUES CARVALHO
2008	MS	ROCHEDO	PDT	ADAO PEDRO ARANTES
2004	SC	ITAPEMA	PFL	CLOVIS JOSE DA ROCHA
2012	SC	ITAPEMA	PSDB	RODRIGO COSTA
2000	MT	BARAO DE MELGACO	PPS	Ibson da Silva Leite
1996	AL	PENEDO	PSDB	ALEXANDRE DE MELO TOLEDO
2004	RJ	GUAPIMIRIM	PMDB	NELSON COSTA MELLO
2012	RJ	GUAPIMIRIM	PSDC	MARCOS AURêLIO DIAS
1996	RS	SAPIRANGA	PPB	RENATO DELMAR MOLLING
2004	BA	BOTUPORA	PFL	EDILCIO BRANDAO MALHEIRO
2012	BA	BARREIRAS	PP	ANTONIO HENRIQUE DE SOUZA MOREIRA
2008	PR	CAMBê	PSDB	JO?O DALMACIO PAVINATO
2004	GO	LUZIANIA	PSDB	CELIO ANTONIO DA SILVEIRA
2012	GO	ITAUÄU	PT	MOACIR DIAS BARBOSA
1996	MS	JARDIM	PMDB	MARCIO CAMPOS MONTEIRO
2004	MA	AGUA DOCE	PMDB	JOSE ELIOMAR DA COSTA DIAS
2012	MA	ALTO PARNA?BA	PSB	ITAMAR NUNES VIEIRA
2008	BA	ALCOBAÄA	PMDB	LEONARDO COELHO BRITO
2008	RS	PELOTAS	PP	ADOLFO ANTONIO FETTER JUNIOR
1996	SP	BASTOS	PSDB	DANIEL APARECIDO FERNANDES
2004	PR	LIDIANOPOLIS	PP	MARCOS EUSêBIO DIAS SOBREIRA
2012	PR	MANOEL RIBAS	PR	ELIZABETH STIPP CAMILO
2008	PB	SANTO ANDRê	PTB	FENELON MEDEIROS FILHO
1996	SP	BOM JESUS DOS PERDOES	PMDB	JORGE GONCALVES DA FONSECA
2004	MA	IGARAPE DO MEIO	PV	ANTONIO BERTO CARREIRO DOS SANTOS
2012	MA	ITAPECURU MIRIM	PPS	MAGNO ROGERIO SIQUEIRA AMORIM
1996	SP	PIRAJUI	PDT	JOSE CARLOS ORTEGA JERONYMO
2004	PR	PARANAVAI	PDT	MAURICIO YAMAKAWA
2012	PR	PONTA GROSSA	PPS	MARCELO RANGEL CRUZ DE OLIVEIRA
1996	SP	CAMPOS DO JORDAO	PSDB	OSWALDO GOMES DA SILVA FILHO
2008	RJ	JAPERI	PSDB	IVALDO BARBOSA DOS SANTOS
2000	TO	WANDERLANDIA	PSDB	RAIMUNDO FERREIRA DOS SANTOS
2000	MT	ROSARIO OESTE	PT	ZENO JOSE ANDRADE GONÄALVES
1996	RO	ALTO PARAISO	PTB	HELIO JULIO BEZERRA
2008	SP	TAUBATê	PMDB	ROBERTO PEREIRA PEIXOTO
1996	MA	PEDREIRAS	PSC	EDMILSON GONCALVES ALENCAR FILHO
2008	MG	S?O SEBASTI?O DO OESTE	PSL	BELARMINO LUCIANO LEITE
2004	BA	ADUSTINA	PFL	JOSE ALDO RABELO DE JESUS
2012	AP	PRACU?BA	PT	ANTONIO CARLOS LEITE DE MENDONÄA JUNIOR
2000	PA	IGARAPE-MIRI	PP	M†rio da Costa Le?o
2008	RS	CAÄAPAVA DO SUL	PT	ZAURI TIARAJU FERREIRA DE CASTRO
2000	RJ	RIO BONITO	PV	SOLANGE PEREIRA DE ALMEIDA
2004	ES	GUACUI	PPS	LUCIANO MANOEL MACHADO
2012	ES	PANCAS	PRP	AGMAIR ARAUJO NASCIMENTO
1996	RS	PORTAO	PTB	CARLOS ROBERTO RUTHNER
2008	SP	S?O PAULO	DEM	GILBERTO KASSAB
2000	SP	CANDIDO MOTA	PMDB	APARECIDO ROBERTO CIDINHO DE LIMA
1996	SP	CAIEIRAS	PFL	PEDRO SERGIO GRAF NUNES
2000	MA	BALSAS	PDT	JONAS DEMITO
2004	PA	PICARRA	PT	JAIRO LUIZ LUNARDI
2012	PA	PORTEL	PP	VICENTE DE PAULO FERREIRA DE OLIVEIRA
2004	RS	FAGUNDES VARELA	PP	LUIZINHO ZARDO
2012	RR	PACARAIMA	PSDB	ALTEMIR DA SILVA CAMPOS
1996	SP	SUMARE	PPS	ANTONIO DIRCEU DALBEN
2000	MT	GUIRATINGA	PPS	FRANCELINO PEDRO DA SILVA FILHO
1996	SP	SAO JOSE DO RIO PRETO	PDT	JOSE LIBERATO FERREIRA CABOCLO
1996	PI	NOSSA SENHORA DE NAZARE	PPB	BENICIO BARROS ALVES
2004	RN	CEARA MIRIM	PSDB	MARIA EDINOLIA CAMARA DE MELO
2012	RJ	VASSOURAS	PSB	RENAN VINICIUS SANTOS DE OLIVEIRA
1996	SP	SOCORRO	PPB	WANDIR DE FARIA
2000	SP	LINS	PT	VALDEREZ VEGIATO MOYA
2000	SP	MACATUBA	PDT	JOSê GINO PEREIRA NETO
2008	BA	BOA NOVA	PV	ANTONIO  FERREIRA OLIVEIRA FILHO
2008	ES	MUQUI	PSB	NICOLAU ESPIRIDI?O NETO
1996	AL	PARIPUEIRA	PPB	GILBERTO LEONCIO DA SILVA JUNIOR
2008	PA	NOVO REPARTIMENTO	PSB	BERSAJONE MOURA
1996	MT	TERRA NOVA DO NORTE	PMDB	JOSE CARLOS BALBO
1996	SP	POA	PSD	JORGE FRANCISCO CORREA ALLEN
2004	RS	RONDA ALTA	PDT	LUIZ ANTONIO LIBERATTI
2012	RS	ROS?RIO DO SUL	PSB	LUIZ HENRIQUE OLIVEIRA ANTONELLO
2004	AM	JURUA	PMDB	EDEZIO FERREIRA DA SILVA
2012	AM	ITACOATIARA	PSD	MAMOUD AMED FILHO
2008	BA	PEDR?O	PMDB	ALCEU BARROS DE ARAUJO
1996	MG	SAO JOAO DA PONTE	PSDB	GERVACINA FERREIRA SANTOS
1996	SP	CAJATI	PFL	LONGINO DA CUNHA
2004	MT	JANGADA	PFL	BENEDITO PAULO DE CAMPOS
2012	MT	DIAMANTINO	PSD	JUVIANO LINCOLN
2004	SC	BOM JESUS	PP	CLARICE RODIGHERI SCHNEIDER
2012	SC	BOMBINHAS	PDT	ANA PAULA DA SILVA
2000	SP	COTIA	PSDB	JOAQUIM HOR?CIO PEDROSO NETO
2008	CE	ITAPI?NA	PSDB	FELISBERTO CLEMENTINO FERREIRA
1996	RS	HULHA NEGRA	PT	FERNANDO CAMPANI
2000	RS	URUGUAIANA	PTB	LUIZ CARLOS REPISO RIELA
2000	SC	ASCURRA	PFL	Aleandro Basti?o Dalfovo
1996	AP	CALCOENE	PSDB	RICARDO ANTONIO DE BARROS CORREIA BRAVO
1996	AP	ITAUBAL	PL	NILDE CECILIANO SANTIAGO
1996	RS	DILERMANDO DE AGUIAR	PFL	GABRIEL IOP BALCONI
1996	SP	CERQUEIRA CESAR	PSDB	DIRCEU SILVESTRE ZALOTI
2000	SP	BAURU	PPS	NILSON FERREIRA COSTA
1996	RO	GUAJARA MIRIM	PPB	BADER MASSUD JORGE
1996	SP	FRANCISCO MORATO	PDT	LUIZ CARLOS DOS REIS
2004	SP	MOJI GUACU	PMDB	HêLIO MIACHON BUENO
2012	SP	MIRACATU	PSB	JO?O AMARILDO VALENTIN DA COSTA
2004	PA	MAGALHAES BARATA	PSDB	RAIMUNDO FARO BITENCOURT
2012	PA	MUAN?	PR	SERGIO MURILO DOS SANTOS GUIMARAES
2008	MG	CACHOEIRA DA PRATA	PMDB	DOMICIO DE CAMPOS MACIEL
2008	PI	LUIS CORREIA	PSB	FRANCISCO ARAUJO GALENO
2008	RO	VALE DO PARA?SO	PDT	CHARLES LU?S PINHEIRO GOMES
2004	RJ	ITABORAI	PT	COSME JOSê SALLES
2012	RJ	DUQUE DE CAXIAS	PSB	ALEXANDRE AGUIAR CARDOSO
1996	AP	LARANJAL DO JARI	PT	MANOEL GOMES COELHO
1996	MS	LADARIO	PDT	ALDO SERRA GONCALVES
2000	SP	PEDRO DE TOLEDO	PSDB	NELSON DENSHO TANAHARA
2000	RS	ESTEIO	PSB	VANDERLAN CARVALHO DE VASCONSELOS
2004	MT	FIGUEIROPOLIS D'OESTE	PP	LAYR MOTA DA SILVA
2012	MT	CHAPADA DOS GUIMAR?ES	PSDB	JOSê DE SOUZA NEVES
2008	SP	LOUVEIRA	PSDB	ELEUTERIO BRUNO MALERBA FILHO
1996	MT	POXOREO	PTB	LINDBERG RIBEIRO NUNES ROCHA
1996	MG	CAMPOS ALTOS	PPB	GERALDO BARBOSA LEAO JUNIOR
2008	SP	AVA?	PSDB	PAULO SERGIO RODRIGUES
2004	SP	SANDOVALINA	PMDB	DIVALDO PEREIRA DE OLIVEIRA
2012	SP	ROSEIRA	PT	JONAS POLYDORO
2004	AM	PAUINI	PPS	JOSê VICENTE AMORIM
2012	AM	TEFê	PSD	ANTENOR MOREIRA PAZ
2000	MS	CORONEL SAPUCAIA	PMDB	EURICO MARIANO
2000	PI	FLORIANO	PFL	JOSE LE?O AZEVEDO DE CARVALHO
2000	SC	MONTE CASTELO	PSDB	Sirineu Ratochinski
1996	RJ	BOM JARDIM	PPB	CELSO DE FREITAS JARDIM
2008	TO	NAZARê	PTB	CLAYTON PAULO RODRIGUES
1996	AL	SANTANA DO IPANEMA	PSDB	PAULO FERREIRA DE ANDRADE
2004	MT	SAO JOSE DOS QUATRO MARCOS	PP	ANTONIO DE ANDRADE JUNQUEIRA
2012	MT	TERRA NOVA DO NORTE	DEM	MILTON JOSE TONIAZZO
1996	MG	CAETE	PSB	RAUL MESSIAS FRANCO
2000	RJ	CONCEICAO DE MACABU	PSB	CLAUDIO EDUARDO BARBOSA LINHARES
1996	AM	MANAUS	PPB	ALFREDO PEREIRA DO NASCIMENTO
1996	MT	JAURU	PSDB	JOSE GONCALVES FILHO
2004	BA	SERRA DO RAMALHO	PSDB	CARLOS CARAIBAS DE SOUZA
2012	BA	S?O GONÄALO DOS CAMPOS	PSD	ANTONIO DESSA CARDOZO
2000	SP	PIQUETE	PL	LUIZ CARLOS BERALDO LEITE
1996	RO	CORUMBIARA	PPB	LEIDSON FERREIRA DE SOUZA
2008	ES	VILA VELHA	PR	NEUCIMAR FERREIRA FRAGA
2008	PR	SANTA TEREZINHA DE ITAIPU	PMDB	ANA MARIA CARLESSI
2000	BA	CHORROCHO	PL	JOSê JUVENAL DE ARA?JO
2000	BA	SAUBARA	PFL	ANTONIO CESAR DE SCHOUCAIR JAMBEIRO
2000	MG	BRUMADINHO	PMDB	ANTONIO DO CARMO NETO
2004	PA	CURUCA	PFL	JOSUE DA SILVA NEVES
2008	RN	GUAMARê	PP	MOZANIEL DE MELO RODRIGUES
2012	PA	ELDORADO DOS CARAJ?S	PPS	DIVINO ALVES CAMPOS
2008	SP	PILAR DO SUL	DEM	ANTONIO JOSê PEREIRA
2004	MA	SANTA INES	PFL	RAIMUNDO ROBERTH BRINGEL MARTINS
2012	MA	PRESIDENTE JUSCELINO	PMN	AFONSO CELSO ALVES TEIXEIRA
2008	ES	ECOPORANGA	PSDB	ELIAS DAL COL
2004	MG	BARAO DE MONTE ALTO	PSDB	CARLOS AUGUSTO ROSA
2012	MG	ATALêIA	PPL	GERALDO DIAS AMADOR
2004	RN	FERNANDO PEDROSA	PSB	GONDEMARIO DE PAULA MIRANDA JUNIOR
2012	RN	AR?S	PR	ERÄO DE OLIVEIRA PAIVA
2008	MA	RIACH?O	PDT	EDMAR ALVES DE OLIVEIRA
2004	TO	JUARINA	PTB	MARIA APARECIDA ALENCAR ALVES
2012	TO	ARAPOEMA	PT	ASSILON SOARES FILHO
2008	AC	EPITACIOL?NDIA	PSB	JOSE RONALDO PESSOA PEREIRA
2000	PR	NOVA ESPERANCA	PSC	GERSON ZANUSSO
2000	ES	GUARAPARI	PHS	ANTONIO GOTARDO
2004	BA	RIO REAL	PP	ANTONIO ALVES DOS SANTOS
2012	BA	RIACH?O DAS NEVES	PDT	HAMILTON SANTANA DE LIMA
2000	GO	GOIANDIRA	PMDB	JOAQUIM BATISTA TRIST?O
2008	MG	RESENDE COSTA	PT	ADILSON AVELINO DE RESENDE
2004	SP	SANTA LUCIA	PHS	ANTONIO CARLOS ABUABUD JUNIOR
2012	SP	SANTA BRANCA	PT	ADRIANO PEREIRA
2004	SP	TAPIRATIBA	PSDB	JO?O CARLOS DE OLIVEIRA
2012	SP	SUZANO	PSDB	PAULO FUMIO TOKUZUMI
2008	TO	ESPERANTINA	PR	GENECI PERPêTUA DOS SANTOS ALMEIDA
1996	PA	BRAGANCA	PSD	JOSE JOAQUIM DIOGO
2004	SC	IBIRAMA	PFL	GENêSIO AYRES MARCHETTI
2012	SC	GARUVA	PSD	JOSê CHAVES
2004	PB	CABACEIRAS	PFL	RICARDO JORGE DE FARIAS AIRES
2012	PB	ARAÄAGI	DEM	JOSE ALEXANDRINO PRIMO
2004	SP	TAQUARAL	PSDB	LAERCIO VICENTE SCARAMAL
2012	SP	TAPIRA?	PSB	ARALDO TODESCO
2008	BA	CAMAMU	PT	ION? QUEIROZ NASCIMENTO
2008	SP	ITOBI	PSDB	ALEXANDRE TORIBIO
2000	MG	PIRANGUCU	PFL	JOSE BENEDITO DE PAULA
2000	MG	AUGUSTO DE LIMA	PP	ENêBIO DE F?TIMA E FONSECA
2008	PE	RIO FORMOSO	PTB	HELY JOSE DE FARIAS JUNIOR
2000	PA	MEDICILANDIA	PMDB	Francisco Aguiar Silveira
2008	PE	JOAQUIM NABUCO	PSB	JOAO NASCIMENTO DE CARVALHO
2000	ES	CONCEICAO DA BARRA	PMDB	FRANCISCO CARLOS DONATO J?NIOR
2008	MG	PIMENTA	PSDB	FABIO COUTO ARAUJO
1996	SC	ANITAPOLIS	PSDB	ANTAO ANTONIO DAVID
1996	MT	TANGARA DA SERRA	PFL	JAIME LUIZ MURARO
1996	RJ	ARMACAO DE BUZIOS	PDT	DELMIRES DE OLIVEIRA BRAGA
1996	GO	ANICUNS	PTB	VALTO FRANCISCO VIEIRA
2000	PR	DIAMANTE DO NORTE	PMDB	GESSE ARLINDO DOS SANTOS
2000	RS	CARAZINHO	PSDB	IRON LOURO BALDO ALBUQUERQUE
2004	MA	ROSARIO	PP	IVALDO ANTONIO CAVALCANTE
2012	MA	ROS?RIO	PMDB	IRLAHI LINHARES MORAES
2000	SP	SALTINHO	PPS	WANDERLEI MOACYR TORREZAN
1996	GO	AGUAS LINDAS	PMDB	ORDALINO GARCIA DE MELO
2000	SP	SAO JOAO DA BOA VISTA	PSDB	LAERT DE LIMA TEIXEIRA
2004	SP	PEDREGULHO	PSDB	DIRCEU POLO
2012	SP	PINHALZINHO	PV	ANDERSON LUIS PEREIRA
1996	BA	GUARATINGA	PPS	MANOEL PORTO MARTINS
2008	PA	RONDON DO PAR?	PMDB	OLAVIO SILVA ROCHA
2008	PR	MALLET	PMDB	CESAR LOYOLA FLENIK
2008	SP	BARRA BONITA	PPS	JOSE CARLOS DE MELLO TEIXEIRA
2000	MT	SAO PEDRO DA CIPA	PSDB	OSVALDO FULADOR
2000	RJ	RIO DE JANEIRO	PFL	LUIZ PAULO FERNANDEZ CONDE
2004	MS	PEDRO GOMES	PT	FRANCISCO VANDERLEY MOTA
2012	MS	NIOAQUE	PSB	GERSON GARCIA SERPA
2000	MS	BONITO	PPS	GERALDO ALVES MARQUES
2004	AC	CAPIXABA	PTB	JOAIS DA SILVA DOS SANTOS
2012	AC	CAPIXABA	PC do B	OTAVIO GUIMARAES VAR?DA
1996	RJ	DUQUE DE CAXIAS	PPB	HYDEKEL MENEZES FREITAS LIMA
2004	MT	SAO JOSE DO XINGU	PSDB	VANDERLEI LUZ AGUIAR
2012	MT	S?O JOSê DO XINGU	PSD	RAQUEL CAMPOS COELHO
1996	AL	FEIRA GRANDE	PSD	ALMIR LIRA SOBRINHO
2008	CE	PINDORETAMA	PSDB	REGINA LUCIA VASCONCELOS ALBINO
2000	PA	SANTA MARIA DAS BARREIRAS	PDT	ADINEI CAMPOS RODRIGUES
1996	GO	VALPARAIZO	PSD	JOSE VALDECIO PESSOA
2000	MS	NOVA ALVORADA DO SUL	PMDB	Vanildo Souza Le?o
2008	SC	S?O JOSê	PSB	DJALMA VANDO BERGER
2008	SP	QUEIROZ	PT	WALTER RODRIGO DA SILVA
2004	PR	CAMPINA DO SIMAO	PPS	EMILIO ALTEMIRO LAZZARETTI
2012	PR	CAMPO MAGRO	DEM	LOUVANIR JO?OZINHO MENEGUSSO
2000	SP	OLEO	PSB	RUBENS ESTEVES ROQUE
2008	PR	CASCAVEL	PDT	EDGAR BUENO
2004	AL	BARRA DE SANTO ANTONIO	PPS	MARIA ROME BIANOR
2012	AC	ACREL?NDIA	DEM	JONAS DALES DA COSTA SILVA
2000	BA	CAATIBA	PP	ERNEVALDO MENDES DE SOUZA
2000	BA	BUERAREMA	PSB	ORLANDO DE OLIVEIRA FILHO
2008	SC	MASSARANDUBA	PSDB	MARIO FERNANDO REINKE
1996	SP	TATUI	PMDB	ADEMIR SIGNORI BORSSATO
1996	RJ	BARRA DO PIRAI	PPB	MARIO SERGIO DO NASCIMENTO
2004	PA	CAPANEMA	PFL	JOSE ALEXANDRE BUCHACRA ARAUJO
2012	PA	GOIANêSIA DO PAR?	PR	JO?O GOMES DA SILVA
2004	SP	ATIBAIA	PV	JOSê ROBERTO TRICOLI
2012	SP	AVARê	PMDB	PAULO DIAS NOVAES FILHO
2000	SC	QUILOMBO	PMDB	Antonio  Luiz Zamignan
1996	CE	ITAICABA	PSDB	JOAOZINHO BARROS BEZERRA
2004	PR	MARMELEIRO	PSDB	JUVENAL GHETTINO
2012	PR	MANDIRITUBA	PTB	ONILDO GELATTI
1996	PR	NOVA LONDRINA	PDT	JOAO FERNANDES DE ALMEIDA
2004	SC	CAXAMBU DO SUL	PMDB	GILBERTO ARI TOMASI
2012	SC	COCAL DO SUL	PP	ADEMIR MAGAGNIN
2004	MG	IGARAPE	PFL	ANT?NIO CHAVES DE OLIVEIRA
2004	SP	CANANEIA	PMDB	GERALDO CARLOS CARNEIRO FILHO
2012	MG	GUAXUPê	PSDB	JARBAS CORREA FILHO
2012	SP	CAMPOS NOVOS PAULISTA	PMDB	VER?NICA BERTONCINI DE MORAES FRANCO
2004	RS	ESTRELA VELHA	PTB	HIL?RIO JO?O CEOLIN
2012	RR	NORMANDIA	PSDB	JAIRO DE AMILCAR ARA?JO
2004	SC	SAO LUDGERO	PMDB	ADEMIR GESING
2012	SC	S?O LUDGERO	PMDB	VOLNEI WEBER
2000	SC	MAFRA	PSDB	Carlos Roberto Scholze
1996	MS	AMAMBAI	PSDB	DIRCEU LUIZ LANZARINI
2000	MG	PASSOS	PMDB	JOSê HERNANI SILVEIRA
2004	RJ	ENGENHEIRO PAULO DE FRONTIN	PMN	EDUARDO RAMOS DA PAIX?O
2012	RJ	ITATIAIA	PP	LUIS CARLOS FERREIRA BASTOS
2000	CE	LIMOEIRO DO NORTE	PSD	MARIA ARIVAN DE HOLANDA LUCENA
1996	MG	PRESIDENTE BERNARDES	PMDB	GERALDO DE OLIVEIRA MACIEL
2000	MG	JUIZ DE FORA	PFL	CARLOS ALBERTO BEJANI
2008	SP	GAVI?O PEIXOTO	PDT	RONIVALDO SAMPAIO FRATUCI
1996	AP	FERREIRA GOMES	PSDB	WLADIMIR SOUZA FURTADO
1996	MG	ESPERA FELIZ	PFL	REINO MARTINS DE OLIVEIRA
2004	GO	ANHANGUERA	PMDB	FRANCISCO DA SILVA
2012	GO	ARAGUAPAZ	PSDB	FAUSTO BRITO LUCIANO
2000	MG	DIAMANTINA	PFL	GUSTAVO BOTELHO JUNIOR
1996	TO	ALMAS	PSDB	OSMAR LIMA CINTRA
1996	SP	BATATAIS	PTB	JOSE LUIS ROMAGNOLI
1996	AM	TABATINGA	PTB	RAIMUNDO NONATO BATISTA DE SOUZA
2004	PA	ABAETETUBA	PT	LUIZ GONZAGA LEITE LOPES
2012	PA	ALENQUER	PSC	LUIS FLAVIO BARBOSA MARREIRO
2008	MA	ALC?NTARA	DEM	RAIMUNDO SOARES DO NASCIMENTO
1996	AL	PORTO REAL DO COLEGIO	PSD	JOSE REIS DO NASCIMENTO
2004	GO	GUARINOS	PSDB	JOSê RIBAMAR SOUZA MORAES
2012	GO	MOIPOR?	PSDB	NILSON RODRIGUES DA SILVA
2008	RJ	QUATIS	PMDB	JOSê LAERTE D ELIAS
1996	TO	ALVORADA	PFL	JOSE BARBARESCO
2004	AM	NOVO AYRAO	PSDB	WILTON PEREIRA DOS SANTOS
2012	AM	SANTA ISABEL DO RIO NEGRO	PDT	MARIOLINO SIQUEIRA DE OLIVEIRA
2008	PI	AROEIRAS DO ITAIM	PTB	GILMAR FRANCISCO DE DEUS
1996	MT	GUIRATINGA	PDT	NELSON DE SOUZA SILVA
2008	RS	VACARIA	PT	EL?I  POLTRONIERI
2004	PA	AGUA AZUL DO NORTE	PMDB	RENAN LOPES SOUTO
2012	MT	V?RZEA GRANDE	PMDB	WALACE DOS SANTOS GUIMAR?ES
2008	PA	BELêM	PTB	DUCIOMAR GOMES DA COSTA
1996	MS	CORUMBA	PSDB	EDER MOREIRA BRAMBILLA
1996	SP	CAMPO LIMPO PAULISTA	PMDB	LUIZ ANTONIO BRAZ
2004	BA	ALAGOINHAS	PT	JOSEILDO RIBEIRO RAMOS
2012	AP	CUTIAS	PSL	ELIANE DO NASCIMENTO SANTOS
2000	TO	PALMEIRAS DO TOCANTINS	PMDB	ANTONIO DE SOUSA ALVES
2004	AM	NOVA OLINDA DO NORTE	PPS	ADENILSON LIMA REIS
2012	AM	MAUêS	PT	RAIMUNDO CARLOS GOES PINHEIRO
2000	PE	MORENO	PSB	EDVALDO RUFINO DE MELO E SILVA
2008	PE	PAULISTA	PSB	YVES RIBEIRO DE ALBUQUERQUE
2000	PA	CURIONOPOLIS	PMDB	SEBASTI?O CURI? RODRIGUES MOURA
2008	RO	NOVA MAMORê	PSB	JOSê BRASILEIRO UCH?A
2000	AP	ITAUBAL	PSB	LEOPOLDO GONÄALVES MACHADO NETO
2008	RS	HORIZONTINA	PP	IRINEU COLATO
2000	MG	GUIDOVAL	PPS	?NGELO PEREIRA COELHO
1996	SP	SAO BERNARDO DO CAMPO	PSDB	MAURICIO SOARES DE ALMEIDA
1996	SC	FRAIBURGO	PDT	EDI LUIZ DE LEMOS
1996	PR	FOZ DO IGUACU	PPB	HARRY DAIJO
2004	AL	SAO MIGUEL DOS CAMPOS	PMDB	ROSIANE DOS SANTOS
2012	AM	APU?	DEM	ADIMILSON NOGUEIRA
2000	SP	HORTOLANDIA	PSDB	Jair Padovani
2008	SP	PRESIDENTE BERNARDES	PSDB	WILSON ANTONIO DE BARROS
2004	GO	PILAR DE GOIAS	PMDB	WALTENIR SOARES BATISTA
2012	GO	NOVA VENEZA	PT do B	VALDEMAR BATISTA COSTA
2000	SP	DIADEMA	PT	JOSê DE FILIPPI JUNIOR
1996	PE	GRAVATA	PSB	SILAS SALGADO DA SILVA
2004	SP	LAVRINHAS	PT	MARINA INEZ MARTINS LOZANO
2012	SP	JUQUITIBA	PPS	FRANCISCO DE ARA?JO MELO
2008	GO	NOVO PLANALTO	PR	ODAIR JUSTINO DE SOUZA
2004	SP	MONTE ALEGRE DO SUL	PMDB	VANDERLEI JOSE BROLESI
2012	SP	MOGI MIRIM	PDT	LUIS GUSTAVO ANTUNES STUPP
2000	RS	ALEGRETE	PP	JOSê RUBENS PILLAR
2008	RS	CRISTAL	PPS	SERGIO CARRICONDE SCHMIDT
2008	RS	ESTRELA	PPS	CELSO BRONSTRUP
2000	PI	AVELINO LOPES	PFL	JOAO DE SOUSA PROSPERO
2000	SP	ITANHAEM	PFL	ORLANDO BIFULCO SOBRINHO
2008	CE	GROA?RAS	PTB	JOSê ALMIR MATOS LOPES
2000	RS	TURUCU	PMDB	SELMIRA MILECH FEHRENBACH
2000	RS	TUPANCIRETA	PP	MIGUEL CHIAPETTA CARDOSO
2008	MG	PARAOPEBA	PT	MARCELO CARVALHO DA SILVA
2004	AC	TARAUACA	PSDB	ERISVANDO TORQUATO DO NASCIMENTO
2012	AC	BUJARI	PT	ANTONIO RAIMUNDO DE BRITO RAMOS
2000	SC	LAGUNA	PDT	Adilcio Cadorin
2004	SC	LEBON REGIS	PFL	MILTON SEBASTI?O DE MELO
2012	SC	LEBON RêGIS	PSDB	LUDOVINO LABAS
1996	RO	NOVA UNIAO	PMN	ELIAS JOSE FERREIRA
2000	MG	ANTONIO DIAS	PFL	WILLIAM ROBSON MARQUES
2000	PR	SANTA TEREZA DO OESTE	PDT	FRANCISCO MENIN
2004	MG	CONFINS	PT	CELSO ANTONIO DA SILVA
2012	MG	CORAÄ?O DE JESUS	PSC	PEDRO MAGALH?ES ARAUJO NETO
2004	RS	VICENTE DUTRA	PDT	CASEMIRO TELSKI
2012	RS	TUPANCIRET?	PP	CARLOS AUGUSTO BRUM DE SOUZA
2008	MG	BRUMADINHO	PV	AVIMAR DE MELO BARCELOS
2008	MG	C?RREGO DANTA	PT	GERALDO ALBANO BA?A PINTO
2008	PE	PRIMAVERA	PR	JADEILDO GOUVEIA DA SILVA
2000	AM	COARI	PL	MANOEL ADAIL AMARAL PINHEIRO
2004	SP	PIRACAIA	PMDB	TEREZINHA DAS GRAÄAS SILVEIRA PEÄANHA
2012	SP	PEN?POLIS	PSD	CêLIO JOSê DE OLIVEIRA
